id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
4055,I,0.975,0.7,0.2375,7.24329725,3.44446425,1.63009625,2.26796,7.0
4056,F,1.5125,1.1875,0.3875,31.581343,13.87708025,6.59125875,10.0640725,14.0
4057,I,1.175,0.8875,0.3,13.721158,4.74854125,2.87747425,4.1106775,9.0
4058,M,1.4375,1.1625,0.35,26.1098895,11.35397475,6.22271525,8.0796075,8.0
4059,M,1.5375,1.2625,0.4375,31.3261975,13.73533275,7.0023265,9.355335,11.0
4060,M,1.7125,1.3375,0.5125,45.756093,18.75319425,11.90679,13.87708025,11.0
4061,I,0.925,0.7,0.2375,7.144074,2.7499015,1.587572,2.1829115,7.0
4062,M,1.25,0.9125,0.325,14.571643,7.257472,3.231843,4.1106775,8.0
4063,M,1.8125,1.45,0.4,49.85259575,20.93610575,11.5382465,14.5999925,10.0
4064,I,1.2875,1.0,0.3125,18.07280625,8.8733935,3.78465825,5.6699,8.0
4065,I,1.2875,0.9625,0.3375,21.8007655,10.77281,4.479221,5.386405,8.0
4066,I,0.7375,0.5625,0.2125,3.67126025,1.34660125,0.80796075,1.5592225,5.0
4067,I,0.9375,0.7125,0.3,7.5126175,3.345241,1.63009625,2.1262125,8.0
4068,F,1.5,1.1625,0.425,29.313383,13.947954,6.30776375,7.5126175,9.0
4069,I,0.8875,0.6625,0.2,6.33611325,2.83495,1.11980525,1.5592225,6.0
4070,M,1.6625,1.2875,0.4125,35.9755155,16.82542825,8.3064035,10.77281,12.0
4071,F,1.3,1.0,0.4125,21.829115,7.314171,4.2240755,7.654365,15.0
4072,I,1.2,0.8875,0.3125,14.38737125,6.0384435,3.24601775,3.96893,8.0
4073,M,1.3375,1.125,0.3375,22.89222125,9.1568885,4.4508715,7.5126175,13.0
4074,I,1.175,0.925,0.35,15.35125425,7.087375,2.87747425,4.649318,9.0
4075,I,1.2625,0.975,0.3375,15.74814725,7.0590255,3.01922175,4.6776675,10.0
4076,M,1.4375,1.1625,0.35,25.9397925,10.5176645,4.876114,7.93786,12.0
4077,F,1.375,1.1,0.3625,26.32251075,10.149121,5.273007,7.654365,10.0
4078,I,1.55,1.15,0.375,24.16794875,10.19164525,5.17378375,8.3631025,9.0
4079,I,1.125,0.85,0.25,13.53688625,6.0384435,2.5231055,3.40194,10.0
4080,F,1.425,1.15,0.3875,25.8263945,10.6310625,6.25106475,7.93786,15.0
4081,F,1.5625,1.2875,0.5,35.46193175,13.947954,5.556502,13.891255,20.0
4082,M,1.4125,1.075,0.375,28.066005,10.90038275,6.95980225,8.788345,10.0
4083,I,0.85,0.6625,0.225,5.03203625,2.1262125,1.14815475,1.5592225,6.0
4084,I,1.0,0.775,0.275,8.0229085,3.55786225,1.99863975,2.6932025,8.0
4085,M,1.425,1.1375,0.425,30.03629525,12.11941125,5.74077375,8.221355,11.0
4086,F,1.5625,1.2375,0.4125,37.9032815,13.99047825,7.3425205,11.623295,15.0
4087,I,1.4,1.1,0.3375,24.33804575,10.21999475,5.329706,7.7961125,8.0
4088,I,1.25,0.9375,0.3125,18.200379,9.90815025,2.93417325,4.35164825,8.0
4089,M,1.2875,1.0,0.3625,17.123098,7.04485075,4.01145425,5.953395,8.0
4090,M,1.2875,1.0,0.3375,18.24290325,6.180191,3.75630875,5.6699,13.0
4091,M,1.225,0.95,0.3125,15.6205745,7.15824875,3.13261975,5.2446575,9.0
4092,F,1.3625,1.1,0.375,24.607366,10.6310625,5.99591925,7.7961125,10.0
4093,M,1.4,1.075,0.475,28.81726675,11.113004,5.03203625,9.2135875,13.0
4094,M,1.475,1.1375,0.4,27.03124825,9.07184,4.932813,8.9300925,15.0
4095,F,1.2125,0.925,0.3125,16.45688475,6.56290925,3.78465825,3.8271825,8.0
4096,I,1.05,0.775,0.25,8.845044,4.69184225,1.80019325,2.324659,6.0
4097,I,0.35,0.2625,0.0875,0.396893,0.12757275,0.07087375,0.113398,4.0
4098,F,1.25,0.95,0.3625,20.0997955,6.633783,3.72795925,7.087375,12.0
4099,I,1.4125,1.1,0.3375,23.94115275,11.15552825,4.66349275,6.520385,8.0
4100,M,1.575,1.25,0.45,36.27318525,16.9246515,8.1363065,10.0640725,11.0
4101,M,1.425,1.15,0.3625,28.122704,13.1825175,6.6054335,7.5126175,10.0
4102,M,1.5875,1.2375,0.4375,37.6197865,13.31009025,7.200773,13.891255,16.0
4103,M,1.375,1.05,0.3875,23.62930825,10.6877615,5.0178615,6.6621325,11.0
4104,I,0.9875,0.7625,0.225,7.994559,3.515338,1.77184375,2.324659,7.0
4105,F,1.475,1.175,0.4375,33.26813825,13.721158,7.824462,9.922325,11.0
4106,I,1.375,1.075,0.3375,21.27629975,10.24834425,4.01145425,6.0951425,8.0
4107,I,1.375,1.0375,0.3125,19.9863975,8.448151,4.0539785,5.10291,8.0
4108,F,1.3625,1.025,0.325,19.49028125,7.55514175,4.252425,6.0384435,15.0
4109,M,1.3125,1.0,0.3375,17.50581625,8.06543275,3.2601925,4.819415,9.0
4110,M,1.575,1.2125,0.4375,38.96638775,18.2287285,8.57572375,9.922325,10.0
4111,M,1.5375,1.2875,0.4125,37.32211675,15.03940975,7.98038425,11.623295,13.0
4112,M,1.675,1.3125,0.4625,39.745999,17.1514475,8.164656,10.3475675,10.0
4113,M,1.275,1.0,0.3375,21.9708625,11.15552825,4.49339575,5.2446575,8.0
4114,M,1.575,1.2375,0.4125,34.79901125,15.03940975,8.391452,9.63883,10.0
4115,M,0.9,0.6875,0.2375,6.81805475,2.948348,1.65844575,2.211261,9.0
4116,F,1.6375,1.3375,0.4125,43.1762885,16.726205,9.6104805,11.32562525,10.0
4117,M,1.8,1.4125,0.55,56.82657275,21.89998875,10.87203325,16.44271,23.0
4118,I,0.8625,0.6375,0.225,4.422522,1.85689225,0.89300925,1.417475,6.0
4119,F,1.425,1.1375,0.375,27.76833525,15.1669825,5.2446575,7.6260155,11.0
4120,I,0.65,0.475,0.2,2.59397925,1.34660125,0.52446575,0.850485,5.0
4121,I,1.0875,0.8,0.275,10.886208,4.0539785,2.608154,3.5436875,9.0
4122,M,1.6125,1.2875,0.4375,37.194544,15.762322,8.37727725,9.922325,11.0
4123,I,1.075,0.8125,0.2375,10.716111,4.74854125,2.22543575,2.83495,7.0
4124,F,1.0625,0.825,0.2875,10.19164525,4.46504625,2.22543575,3.8271825,8.0
4125,M,1.2125,0.875,0.325,15.365429,6.73300625,3.81300775,4.6776675,8.0
4126,M,1.1625,0.9,0.3,13.0124205,4.9611625,2.50893075,5.2446575,15.0
4127,M,1.1375,0.875,0.275,13.53688625,6.33611325,2.5231055,3.345241,10.0
4128,M,1.5,1.1,0.3875,29.5110415,12.927372,6.16601625,9.2135875,10.0
4129,F,1.5125,1.2,0.4125,30.1922175,12.74310025,6.4353365,8.9300925,8.0
4130,F,1.2625,1.0,0.3125,18.653971,8.54737425,4.6776675,5.5281525,9.0
4131,M,1.6,1.275,0.4125,34.7848365,14.89766225,7.4559185,9.4970825,13.0
4132,M,1.4375,1.125,0.3625,28.7180435,14.628342,6.633783,6.6621325,9.0
4133,I,1.425,1.0875,0.3625,22.80717275,10.19164525,4.97533725,6.23689,10.0
4134,M,1.5625,1.225,0.4375,31.638042,11.15552825,7.8528115,10.3475675,15.0
4135,F,1.2,0.95,0.3,16.42853525,6.7755305,3.72795925,5.2446575,9.0
4136,M,0.9375,0.725,0.2625,7.10154975,3.005047,1.8994165,2.1262125,9.0
4137,I,1.125,0.8375,0.2625,11.2547515,5.953395,2.5231055,3.40194,7.0
4138,I,1.05,0.85,0.3,10.47514025,4.9611625,2.608154,2.9766975,6.0
4139,F,1.575,1.1875,0.3875,30.74503275,14.04717725,7.29999625,7.7961125,11.0
4140,I,1.1,0.8375,0.275,10.886208,5.37223025,2.14038725,3.118445,7.0
4141,M,1.675,1.35,0.5,45.756093,16.57028275,10.56018875,13.324265,17.0
4142,I,0.7875,0.575,0.175,3.24601775,1.587572,0.963883,1.2757275,7.0
4143,M,1.525,1.225,0.4125,34.9549335,18.61144675,7.41339425,8.50485,9.0
4144,I,1.1375,0.8875,0.3,12.34620725,5.6982495,2.56562975,3.5436875,9.0
4145,I,1.1,0.775,0.2625,10.41844125,4.7343665,2.324659,3.40194,7.0
4146,M,1.6375,1.3,0.4375,39.405805,17.4349425,8.40562675,11.509897,13.0
4147,F,1.3125,1.0375,0.3875,22.52367775,11.49572225,5.556502,5.8116475,8.0
4148,I,0.8375,0.625,0.2,5.0745605,2.154562,1.03475675,1.5592225,6.0
4149,M,1.375,1.0625,0.375,23.7285315,12.0485375,4.66349275,7.6260155,9.0
4150,I,1.175,0.9125,0.3125,13.551061,5.8116475,2.42388225,4.252425,8.0
4151,I,1.2875,1.0,0.3875,22.4244545,10.6310625,3.8271825,6.7755305,9.0
4152,F,1.5,1.2125,0.4875,32.41765325,12.7289255,6.64795775,8.9300925,17.0
4153,I,1.0125,0.7625,0.3,9.45455825,3.231843,1.7860185,2.9766975,8.0
4154,M,1.25,1.0,0.3125,15.88989475,7.7394135,3.8838815,4.1106775,8.0
4155,I,0.5875,0.4375,0.175,2.4097075,1.1056305,0.4252425,0.7087375,5.0
4156,I,0.9375,0.7,0.2,7.44174375,2.65067825,1.31825175,2.26796,8.0
4157,I,0.9125,0.675,0.25,6.577084,2.11203775,1.23320325,2.1262125,7.0
4158,M,0.8375,0.5875,0.175,4.7910655,1.871067,1.247378,1.70097,13.0
4159,F,1.55,1.225,0.4,30.63163475,14.64251675,7.8528115,7.7961125,11.0
4160,I,1.1,0.875,0.2625,10.33339275,4.46504625,2.36718325,2.9766975,7.0
4161,M,1.45,1.125,0.3875,27.08794725,13.08329425,5.42892925,7.44174375,11.0
4162,F,1.45,1.0875,0.4125,26.2232875,11.01378075,8.20718025,7.7961125,11.0
4163,I,0.4,0.2875,0.1125,0.97805775,0.3118445,0.21262125,0.283495,4.0
4164,I,0.75,0.55,0.15,3.515338,1.474174,0.94970825,0.9922325,6.0
4165,M,1.325,1.025,0.3375,22.41027975,10.64523725,4.77689075,6.0384435,8.0
4166,F,1.45,1.1625,0.4,29.19357775,12.927372,6.64795775,8.221355,9.0
4167,M,1.175,0.925,0.2875,15.2236815,6.67630725,3.01922175,4.252425,9.0
4168,M,1.575,1.25,0.425,35.81959325,14.89766225,8.731646,9.6104805,9.0
4169,M,1.6625,1.2625,0.45,36.457457,16.00329275,7.07320025,10.20582,9.0
4170,I,1.3,1.025,0.375,20.3265915,6.917278,4.63514325,7.7961125,13.0
4171,M,1.8,1.425,0.5125,52.219779,19.94387325,11.9918385,14.5999925,14.0
4172,F,1.4375,1.175,0.375,26.08154,9.76640275,6.25106475,7.5126175,10.0
4173,M,1.525,1.2,0.4375,36.95357325,14.01882775,7.4559185,11.623295,21.0
4174,M,1.0875,0.8125,0.3,11.09882925,4.49339575,2.494756,3.8271825,8.0
4175,M,1.5375,1.1875,0.4125,32.89959475,14.628342,7.144074,8.97261675,10.0
4176,F,1.55,1.2125,0.4,42.354153,14.401546,8.4765005,10.9145575,17.0
4177,I,0.9125,0.6625,0.225,6.23689,2.381358,0.963883,1.70097,6.0
4178,M,1.425,1.1,0.3875,25.95396725,10.64523725,5.6982495,7.654365,12.0
4179,M,1.5375,1.2125,0.4375,31.6096925,13.721158,6.8889285,9.355335,10.0
4180,M,1.625,1.3,0.4375,37.77570875,15.592225,7.087375,11.4815475,12.0
4181,I,0.675,0.5125,0.175,2.05533875,0.80796075,0.340194,0.850485,7.0
4182,M,1.3625,1.0625,0.375,21.885814,9.19941275,4.5075705,7.2291225,8.0
4183,M,0.9875,0.7375,0.225,6.10931725,2.721552,1.14815475,2.551455,7.0
4184,F,1.6125,1.2875,0.4125,35.777069,16.31513725,7.427569,9.4970825,11.0
4185,M,1.325,1.0375,0.3875,23.189891,9.6671795,5.68407475,7.2291225,8.0
4186,M,1.4,1.1,0.35,24.84833675,12.8990225,5.06038575,5.5281525,8.0
4187,M,1.45,1.125,0.3625,22.963095,9.56795625,5.79747275,6.80388,11.0
4188,I,1.2875,0.9875,0.3375,17.70426275,8.845044,4.12485225,4.7910655,8.0
4189,M,1.3,1.0125,0.35,18.540573,7.38504475,4.2240755,5.8116475,11.0
4190,F,1.25,0.975,0.3,17.70426275,6.0951425,3.75630875,5.2446575,9.0
4191,I,1.025,0.7625,0.2625,9.17106325,4.46504625,1.4458245,2.9766975,11.0
4192,M,1.625,1.2875,0.3875,41.4753185,18.653971,8.88756825,11.90679,15.0
4193,I,0.525,0.375,0.1375,1.304077,0.29766975,0.18427175,0.35436875,4.0
4194,M,1.4375,1.1875,0.375,28.7180435,13.70698325,6.19436575,7.654365,9.0
4195,I,1.025,0.7625,0.3,7.81028725,3.50116325,1.54504775,2.6932025,8.0
4196,M,1.7125,1.3125,0.4125,39.33493125,16.896302,9.015141,10.489315,10.0
4197,M,1.075,0.8375,0.2875,11.77921725,5.37223025,1.8994165,3.8271825,8.0
4198,F,1.4125,1.125,0.4625,23.37416275,9.45455825,4.46504625,6.6621325,16.0
4199,F,1.1125,0.825,0.275,10.716111,4.706017,2.93417325,3.572037,12.0
4200,M,1.375,1.0375,0.3375,25.7129965,10.19164525,5.8683465,7.2291225,9.0
4201,M,1.45,1.0625,0.3125,21.41804725,9.51125725,4.8477645,6.16601625,9.0
4202,I,1.15,0.925,0.275,14.55746825,7.24329725,2.96252275,4.6776675,11.0
4203,F,1.5625,1.2,0.3875,33.8776525,16.726205,6.95980225,8.9867915,9.0
4204,M,1.625,1.2875,0.5125,41.39027,16.17338975,8.68912175,13.60776,13.0
4205,F,1.6,1.3125,0.4375,39.349106,13.65028425,8.40562675,11.3398,12.0
4206,M,1.5875,1.2,0.4125,36.230661,16.62698175,8.0229085,10.0640725,10.0
4207,F,1.2875,1.05,0.4,26.3933845,9.8939755,5.57067675,8.0796075,10.0
4208,M,1.2625,1.0375,0.3125,20.3265915,7.7961125,4.025629,6.7755305,9.0
4209,I,1.0625,0.8125,0.3,13.154168,6.3786375,2.45223175,3.96893,8.0
4210,F,1.625,1.2625,0.375,36.61337925,17.8885345,8.1363065,9.07184,9.0
4211,F,1.4125,1.075,0.375,25.7129965,11.01378075,5.42892925,7.7961125,13.0
4212,F,1.45,1.125,0.425,27.22969475,10.56018875,6.80388,7.12989925,13.0
4213,M,1.25,0.95,0.4125,18.01610725,7.75358825,3.64291075,7.2291225,9.0
4214,F,1.675,1.2875,0.45,38.55532,14.04717725,8.6465975,11.1980525,12.0
4215,I,1.3125,1.025,0.3,18.66542525,8.60407325,3.98310475,5.386405,11.0
4216,F,1.0,0.8,0.25,9.45455825,4.53592,1.7293195,2.9766975,12.0
4217,M,1.4375,1.15,0.425,25.69882175,9.695529,5.68407475,8.0796075,11.0
4218,F,1.5625,1.25,0.4625,32.16250775,13.93377925,7.15824875,9.922325,11.0
4219,F,1.525,1.1375,0.35,25.51455,10.5176645,5.57067675,9.2135875,15.0
4220,I,1.0125,0.775,0.225,8.674947,4.09650275,1.43164975,2.08368825,7.0
4221,M,1.4875,1.0875,0.35,27.555714,11.92096475,5.6699,7.2291225,18.0
4222,I,0.975,0.725,0.2375,7.8528115,3.18931875,1.63009625,2.2963095,8.0
4223,F,1.6375,1.325,0.4375,41.4753185,17.08057375,7.4559185,11.90679,11.0
4224,I,0.775,0.5375,0.2125,3.86970675,1.91359125,1.020582,1.2757275,7.0
4225,I,1.0875,0.8125,0.275,9.02931575,3.50116325,2.33883375,2.9766975,7.0
4226,I,1.175,0.8875,0.25,11.5949455,4.74854125,2.87747425,3.2601925,8.0
4227,I,1.1125,0.8625,0.325,12.813974,5.499803,2.87747425,4.3941725,8.0
4228,M,1.3125,1.0,0.325,18.14368,9.28446125,4.53592,4.53592,13.0
4229,I,1.075,0.8125,0.275,9.08601475,4.5075705,2.211261,2.9766975,7.0
4230,M,1.45,1.1625,0.3875,29.24250925,12.757275,6.2652395,7.881161,9.0
4231,F,1.65,1.3,0.4375,38.00250475,16.0741665,9.07184,11.169703,11.0
4232,I,1.05,0.85,0.2625,9.19941275,3.69960975,2.324659,2.9766975,7.0
4233,F,1.2375,0.9375,0.3,15.49300175,6.36446275,3.2601925,4.252425,9.0
4234,M,1.375,1.1125,0.3875,24.777463,9.62465525,4.72019175,7.37087,10.0
4235,M,1.2375,0.875,0.3,14.004653,6.76135575,2.42388225,3.92640575,8.0
4236,M,1.3125,1.025,0.3125,20.3265915,6.08096775,4.32329875,5.5281525,12.0
4237,M,1.6125,1.25,0.5,38.11590275,17.73261225,8.60407325,12.0485375,11.0
4238,F,1.625,1.3125,0.4375,41.39027,16.48523425,8.731646,12.757275,11.0
4239,M,1.5625,1.2,0.5,42.318036,13.79203175,9.17106325,13.097469,14.0
4240,I,1.025,0.7625,0.25,13.1825175,6.10931725,2.5798045,3.118445,6.0
4241,F,1.4125,1.075,0.4125,28.98736375,12.37455675,7.78193775,7.7961125,9.0
4242,F,1.5,1.1375,0.4,28.0943545,12.8423235,6.25106475,7.1157245,8.0
4243,F,1.3,1.0,0.3,17.05222425,6.81805475,4.3374735,5.2446575,9.0
4244,M,1.5125,1.1875,0.3625,28.91649,12.00601325,6.577084,8.1363065,9.0
4245,F,1.3,1.0125,0.3,17.05222425,7.44174375,4.252425,4.252425,9.0
4246,F,1.425,1.0625,0.325,23.57260925,9.87980075,5.00368675,6.3786375,12.0
4247,I,0.8875,0.675,0.2125,5.046211,1.88524175,1.2757275,1.2757275,7.0
4248,M,1.775,1.3125,0.45,50.2636635,25.0893075,12.06271225,11.1980525,11.0
4249,M,1.5375,1.2,0.4,28.91649,13.947954,6.350288,7.5126175,12.0
4250,F,1.3,1.0,0.3375,18.86659225,6.90310325,5.0745605,5.6699,10.0
4251,I,1.2875,1.0125,0.35,21.58814425,8.32057825,3.75630875,7.087375,15.0
4252,F,1.1,0.875,0.325,14.81261375,6.6621325,3.7137845,4.3941725,9.0
4253,M,1.6125,1.2125,0.375,35.096681,16.93882625,8.68912175,9.922325,9.0
4254,F,1.55,1.225,0.375,31.127751,12.757275,7.200773,9.355335,16.0
4255,I,0.975,0.7,0.2625,7.98038425,3.55786225,1.48834875,2.551455,7.0
4256,M,1.35,1.0125,0.375,20.76600875,9.468733,4.63514325,5.2446575,9.0
4257,M,1.2125,0.975,0.3125,15.66309875,6.2085405,3.04757125,4.6776675,9.0
4258,M,1.6125,1.2625,0.4375,41.63124075,17.56251525,8.66077225,11.7650425,13.0
4259,F,1.3375,1.0,0.3375,17.30736975,7.69688925,3.7704835,5.2446575,8.0
4260,I,1.025,0.775,0.25,7.95203475,3.231843,1.6159215,2.48058125,6.0
4261,F,1.5375,1.1875,0.4625,32.6302745,12.37455675,7.47009325,9.39785925,13.0
4262,M,1.475,1.1625,0.3875,32.1199835,13.70698325,6.95980225,7.93786,13.0
4263,I,1.2625,0.9625,0.3125,18.4555245,9.2135875,3.52951275,4.819415,8.0
4264,I,1.225,0.9375,0.3125,15.37960375,6.8322295,2.9199985,4.252425,8.0
4265,F,1.4875,1.1625,0.4125,31.19862475,14.92601175,5.23048275,8.06543275,11.0
4266,F,1.225,0.9375,0.35,17.78931125,7.10154975,3.95475525,5.5281525,9.0
4267,I,0.6875,0.5,0.1625,2.93417325,1.34660125,0.4252425,0.89300925,5.0
4268,I,1.25,1.0,0.375,18.01610725,7.10154975,3.175144,5.5281525,8.0
4269,M,1.55,1.275,0.4125,31.581343,11.8784405,7.6260155,9.63883,11.0
4270,F,1.425,1.0875,0.4,21.87163925,9.59630575,4.83358975,6.9456275,8.0
4271,I,0.525,0.375,0.125,1.190679,0.60951425,0.43941725,0.4252425,4.0
4272,I,0.8875,0.675,0.25,7.6827145,3.04757125,1.99863975,2.26796,7.0
4273,M,1.2,0.925,0.3125,14.81261375,6.27941425,3.7137845,4.3941725,7.0
4274,I,1.1,0.875,0.275,10.30504325,4.53592,2.33883375,2.9766975,7.0
4275,I,1.3,0.9875,0.3125,19.77377625,8.3631025,3.98310475,5.2446575,8.0
4276,F,1.35,1.025,0.325,19.8163005,9.51125725,3.6570855,4.3941725,9.0
4277,F,1.375,1.15,0.375,25.51455,10.75863525,6.2652395,7.83863675,9.0
4278,I,1.3875,1.0625,0.4125,21.9708625,9.525432,4.97533725,5.953395,9.0
4279,I,1.2875,1.0,0.3125,16.82542825,8.164656,3.7704835,4.6776675,10.0
4280,M,1.5,1.175,0.375,29.21415975,13.05494475,7.55514175,8.50485,11.0
4281,I,0.8,0.625,0.1875,4.082328,1.80019325,0.963883,1.2757275,5.0
4282,F,1.3125,0.9625,0.275,16.25843825,7.087375,3.92640575,4.63514325,9.0
4283,F,1.375,1.075,0.375,20.70930975,6.0951425,4.706017,7.654365,9.0
4284,I,1.1375,0.9125,0.2875,12.6722265,5.74077375,2.90582375,4.479221,7.0
4285,F,1.6125,1.2,0.425,32.2333815,14.911837,6.56290925,8.9300925,12.0
4286,I,1.3,1.0,0.3125,17.98775775,6.81805475,3.72795925,5.0178615,8.0
4287,I,0.8375,0.6375,0.175,4.082328,1.77184375,0.94970825,1.2757275,5.0
4288,M,1.7125,1.3375,0.4875,50.22113925,25.0893075,7.200773,13.4660125,10.0
4289,F,0.925,0.7,0.225,6.30776375,2.36718325,1.45999925,2.1262125,10.0
4290,M,1.35,1.1625,0.4125,27.93843225,8.9300925,6.7755305,9.07184,12.0
4291,F,1.6875,1.375,0.5625,48.26502375,17.1514475,8.46232575,16.44271,16.0
4292,F,1.675,1.325,0.4125,34.8415355,14.288148,6.59125875,9.922325,8.0
4293,M,1.125,0.8375,0.35,16.2442635,4.6776675,3.27436725,5.5281525,15.0
4294,F,1.3625,1.025,0.3,22.21183325,11.07047975,4.86193925,4.3941725,8.0
4295,M,1.2875,0.975,0.3125,18.597272,7.1724235,4.12485225,4.3941725,11.0
4296,F,1.5,1.2125,0.4,29.540179,11.226402,6.973977,8.1930055,10.0
4297,I,0.875,0.65,0.2125,5.6699,2.50893075,1.1623295,1.984465,7.0
4298,I,0.8125,0.6125,0.225,4.20990075,1.71514475,0.72291225,1.2757275,5.0
4299,F,1.2875,1.0,0.3625,19.17843675,9.6671795,4.01145425,5.17378375,9.0
4300,I,1.1875,0.9125,0.3,12.927372,5.499803,2.8066005,4.1673765,8.0
4301,M,1.225,0.925,0.3375,14.004653,6.25106475,2.28213475,4.139027,8.0
4302,F,1.3625,1.075,0.325,22.21183325,9.7238785,5.3580555,6.23689,12.0
4303,M,1.6,1.2875,0.4,38.9805625,15.5071765,8.391452,9.922325,11.0
4304,F,1.625,1.3125,0.4375,38.9805625,17.08057375,8.1363065,12.3320325,11.0
4305,M,1.5625,1.2,0.375,35.6920205,16.6411565,8.0229085,8.9300925,9.0
4306,I,0.675,0.4875,0.1625,2.08368825,0.97805775,0.66621325,0.69456275,5.0
4307,F,1.5625,1.2,0.55,36.55668025,12.47378,7.200773,11.90679,15.0
4308,I,1.1,0.825,0.225,13.53688625,6.4353365,2.721552,2.721552,6.0
4309,M,1.2625,1.0,0.35,17.0380495,6.0384435,4.0539785,5.8116475,13.0
4310,M,0.925,0.675,0.2375,6.70465675,2.83495,1.43164975,1.927766,7.0
4311,I,0.9625,0.725,0.2375,8.46232575,3.912231,1.6159215,2.26796,7.0
4312,F,1.3375,1.1,0.3875,21.41804725,8.8733935,4.46504625,7.7961125,13.0
4313,I,1.375,1.0625,0.4125,23.700182,9.87980075,4.97533725,5.5281525,14.0
4314,M,0.9875,0.775,0.2625,8.00873375,3.44446425,1.48834875,2.551455,13.0
4315,I,1.3,0.9875,0.3,18.72484475,8.85921875,3.72795925,4.6209685,7.0
4316,I,1.175,0.8875,0.3125,13.53688625,6.33611325,2.5231055,3.2601925,7.0
4317,I,1.25,0.9375,0.3125,14.81261375,6.23689,2.67902775,5.20213325,9.0
4318,F,1.1,0.8125,0.25,11.80756675,5.28718175,2.45223175,2.83495,8.0
4319,I,1.3625,1.05,0.3625,17.916884,7.78193775,3.515338,6.010094,11.0
4320,M,1.3875,1.1375,0.3875,25.51455,9.808927,6.78970525,7.5126175,8.0
4321,M,1.7375,1.375,0.525,53.4388075,19.447757,12.47378,16.0174675,18.0
4322,F,1.475,1.125,0.4,28.19357775,12.133586,6.64795775,7.72523875,11.0
4323,F,1.4375,1.125,0.4125,24.99008425,9.298636,5.34388075,8.221355,11.0
4324,F,1.375,1.1,0.3625,24.73493875,10.432616,6.0951425,6.9456275,8.0
4325,I,1.3125,1.0,0.3125,23.6151335,9.525432,5.8116475,6.23689,12.0
4326,M,1.45,1.1375,0.3875,26.2799865,11.0846545,5.71242425,7.2291225,12.0
4327,M,1.55,1.2125,0.3875,30.40483875,13.947954,6.59125875,8.788345,15.0
4328,M,1.2125,0.9375,0.3125,16.726205,7.427569,2.90582375,4.9611625,9.0
4329,F,1.5125,1.225,0.4125,32.4601775,13.96212875,7.3425205,9.4970825,11.0
4330,I,0.7,0.525,0.1875,4.12485225,1.5025235,0.86465975,1.13398,6.0
4331,F,1.675,1.325,0.4375,42.2124055,17.7751365,8.34892775,14.514944,15.0
4332,M,1.45,1.1125,0.35,24.720764,11.04213025,4.26659975,6.690482,8.0
4333,F,1.5125,1.1875,0.4125,30.504062,13.25339125,6.16601625,8.2497045,10.0
4334,I,1.4375,1.125,0.3125,22.792998,10.21999475,4.15320175,6.23689,8.0
4335,I,1.15,0.875,0.3,15.989118,6.25106475,3.118445,3.81300775,8.0
4336,I,1.4375,1.125,0.375,26.705229,10.67358675,5.00368675,7.41339425,9.0
4337,I,0.725,0.525,0.15,3.005047,1.17650425,0.52446575,0.80796075,6.0
4338,F,1.4125,1.1,0.3375,23.0481435,9.6671795,5.62737575,7.01650125,10.0
4339,F,1.5375,1.175,0.4375,36.3724085,13.4093135,6.59125875,11.056305,18.0
4340,M,1.5625,1.125,0.4,27.28639375,13.08329425,5.71242425,7.2291225,9.0
4341,M,1.525,1.2,0.5125,36.230661,12.06271225,7.49844275,11.7650425,16.0
4342,I,0.725,0.525,0.175,3.89805625,1.60174675,0.75126175,0.9922325,5.0
4343,M,1.65,1.3125,0.4,36.457457,18.9091165,7.35669525,9.7805775,10.0
4344,M,1.375,1.075,0.3125,20.87940675,9.62465525,4.72019175,6.9456275,9.0
4345,M,1.375,1.0,0.4125,25.060958,7.2291225,5.99591925,6.80388,14.0
4346,M,1.475,1.175,0.4625,34.9549335,9.68135425,6.90310325,11.24057675,20.0
4347,I,1.0,0.7875,0.25,8.164656,3.21766825,1.927766,2.26796,7.0
4348,M,1.475,1.125,0.3375,23.74270625,11.7083435,5.40057975,6.9456275,10.0
4349,F,1.325,1.0375,0.35,19.8163005,8.77417025,4.52174525,5.953395,9.0
4350,F,1.375,1.1,0.4125,25.84056925,9.87980075,5.51397775,8.3631025,12.0
4351,F,1.3,1.0,0.3375,18.10115575,8.9300925,4.025629,4.819415,8.0
4352,I,0.95,0.6875,0.2375,6.8889285,2.84912475,1.57339725,2.1262125,8.0
4353,F,1.525,1.275,0.4875,38.79629075,14.04717725,7.95203475,11.623295,21.0
4354,M,1.575,1.2,0.4125,36.61337925,17.8885345,8.29222875,8.9300925,12.0
4355,M,1.5,1.175,0.45,33.40988575,12.14776075,5.9817445,10.319218,17.0
4356,F,1.525,1.2125,0.4,30.40483875,12.190285,6.22271525,8.788345,18.0
4357,F,1.475,1.125,0.4,25.0326085,10.70193625,6.64795775,7.2291225,9.0
4358,F,1.575,1.225,0.3875,32.6869735,15.80484625,7.41339425,9.19941275,9.0
4359,I,1.0125,0.7625,0.2,9.63883,4.422522,1.417475,2.551455,6.0
4360,M,1.2,0.925,0.3,12.984071,4.43669675,2.87747425,3.9405805,8.0
4361,I,1.4375,1.125,0.375,26.705229,12.190285,5.59902625,6.3786375,10.0
